GEOID,population_18_up,degree_18_up,attainment_rate
21027,15357,1441,.093833432
21029,60689,7873,.12972696
21031,9871,1091,.11052578
21033,9895,1546,.15624052
21035,31613,7441,.23537785
21037,72069,21586,.29951853
21039,3796,543,.14304531
21041,7958,849,.10668509
21043,21246,2706,.12736516
21045,12244,1379,.11262659
21047,52470,7379,.14063275
21049,27628,5607,.20294629
21051,16413,1460,.088953875
21053,7887,746,.09458603
21055,7082,912,.12877718
21057,5278,644,.12201592
21059,75044,15093,.20112202
21061,9734,1011,.10386275
21063,6122,439,.07170859
21065,11290,1033,.0914969
21067,248638,92011,.37006009
21069,10965,1367,.1246694
21071,29285,3562,.12163223
21073,39446,10155,.25744054
21075,4947,660,.13341419
21077,6488,703,.10835388
21079,13394,1988,.14842467
21081,18077,2145,.11865907
21083,28169,4218,.14973907
21085,19803,1796,.090693332
21087,8695,951,.1093732
21089,28199,4566,.16192064
21091,6491,670,.10321984
21093,80899,17256,.21330301
21095,21251,2262,.10644205
21097,14296,2104,.14717403
21099,13950,1598,.11455197
21101,35491,5571,.15696937
21103,11970,1191,.099498749
21105,3707,310,.08362557
21107,35314,5210,.14753355
21109,10319,1000,.096908614
21111,591936,177578,.29999527
21113,38850,10463,.2693179
21115,17842,2445,.1370362
21117,124356,34389,.2765367
21119,12435,1454,.11692803
21121,23949,2201,.091903627
21123,10925,1227,.11231121
21125,45858,5489,.11969558
21127,12157,1295,.10652299
21129,5340,448,.083895132
21131,8340,694,.083213426
21133,18048,1938,.10738032
21135,10548,1173,.11120591
21137,18640,1815,.097371243
21139,7357,601,.081690907
21141,20485,2804,.13688065
21143,7094,938,.13222441
21145,50898,11524,.22641361
21147,13717,961,.070059054
21149,7125,717,.10063158
21151,69710,17790,.25520012
21153,9813,937,.095485583
21155,14592,1744,.11951754
21157,24768,4105,.16573805
21159,9677,703,.072646484
21161,13146,2318,.17632741
21163,21605,3389,.15686184
21165,5045,552,.10941526
21167,16606,2593,.15614837
21169,7626,862,.11303435
21171,8239,1129,.1370312
21173,20866,3241,.15532444
21175,10800,1241,.11490741
21177,24601,2499,.10158124
21179,34057,5436,.15961476
21181,5415,542,.10009234
21183,18381,1875,.10200751
21185,47965,17676,.36851871
21187,8138,757,.093020394
21189,3555,486,.13670886
21191,11238,1360,.12101798
21193,21237,2475,.11654188
21195,48643,6020,.12375882
21197,9369,1150,.12274522
21199,49650,7071,.14241692
21201,1722,268,.15563299
21203,13066,1423,.10890862
21205,19728,3967,.20108475
21207,13733,1723,.12546422
21209,38835,10027,.25819492
21211,34911,7817,.22391224
21213,13511,1886,.13958997
21215,13891,2511,.18076453
21217,19731,3295,.16699609
21219,9033,1031,.11413705
21221,11178,1835,.16416174
21223,6708,763,.11374478
21225,11888,1112,.093539707
21227,95840,24613,.25681344
21229,9199,1457,.15838678
21231,16074,1684,.10476546
21233,10138,831,.081968829
21235,27302,5009,.18346642
21237,5544,405,.073051944
21239,19934,6042,.30310023
22001,45885,5057,.11021031
22003,20021,2425,.12112282
22005,86515,21599,.24965613
22007,17710,1704,.096216828
22009,31264,3189,.1020023
22011,27494,4097,.14901432
22013,10717,1237,.11542409
22015,94002,22067,.23475033
22017,190258,41550,.21838766
22019,149246,29553,.19801536
22021,7683,847,.11024339
22023,5221,649,.12430569
22025,7827,952,.12163025
22027,13324,1694,.127139
22029,15343,1725,.11242912
22031,20524,2541,.12380628
22033,344321,103164,.29961577
22035,5968,480,.080428958
22037,15787,1725,.10926712
22039,25162,2896,.11509419
22041,15177,1585,.10443434
22043,17477,1408,.080563024
22045,53935,6212,.11517567
22047,26073,3617,.13872589
22049,12443,1484,.11926384
22051,341146,80576,.23619212
22053,23378,3320,.14201386
22055,181432,52064,.2869615
22057,74981,11183,.14914446
22059,11473,1226,.10685958
22061,37922,11229,.2961078
22063,101031,16155,.15990141
22065,8795,1054,.11984082
22067,19809,2490,.12570044
22069,29731,4760,.16010225
22071,309300,103659,.33514065
22073,116551,25568,.21937178
22075,17198,3046,.17711362
22077,17212,2469,.14344643
22079,98857,18195,.18405373
22081,6623,932,.14072172
22083,15592,2235,.14334273
22085,18331,2398,.13081665
22087,32923,3751,.11393251
22089,39478,8050,.20391104
22091,8163,864,.10584344
22093,16476,2097,.12727603
22095,32669,5046,.15445836
22097,60848,7476,.12286353
22099,40318,5149,.1277097
22101,39692,3926,.098911621
22103,188278,56772,.30153283
22105,96994,17256,.17790791
22107,3600,323,.089722224
22109,83941,11294,.13454689
22111,17473,2061,.11795341
22113,44217,5036,.11389285
22115,38576,5997,.15545936
22117,35254,3960,.11232768
22119,30855,4489,.14548695
22121,19318,3502,.1812817
22123,8609,943,.10953653
22125,12819,2415,.18839224
22127,11488,1344,.11699165
23001,83765,17063,.20370083
23003,55986,9676,.17282893
23005,233192,97276,.41714981
23007,24632,5828,.2366028
23009,44925,13780,.30673346
23011,97368,24130,.24782269
23013,32423,9234,.28479782
23015,28207,8852,.31382281
23017,46046,8158,.17717065
23019,124006,29643,.23904489
23021,14012,2335,.16664287
23023,28325,9049,.31947044
23025,40918,6376,.15582384
23027,31698,8929,.2816897
23029,25802,5009,.19413224
23031,162026,47015,.29016948
24001,59788,9761,.16326019
24003,437743,161506,.36895165
24005,649612,226636,.34887901
24009,69085,19149,.27718028
24011,24966,3828,.15332852
24013,129980,41725,.32101092
24015,78578,16894,.21499656
24017,117638,30920,.26284024
24019,25529,4827,.18907909
24021,187788,70666,.37630734
24023,23807,4329,.18183728
24025,193094,62973,.32612613
24027,235647,134226,.56960624
24029,16467,4842,.29404262
24031,795544,433141,.54445887
24033,701361,203558,.29023284
24035,38246,12621,.3299953
24037,83491,23291,.27896419
24039,21457,2483,.11571981
24041,30529,10926,.35788921
24043,116256,23509,.20221752
24045,79538,19355,.2433428
24047,42427,11994,.28269735
24510,489895,137655,.28098878
25001,180399,71376,.39565629
25003,105197,31846,.30272725
25005,440100,111924,.25431493
25007,14015,6151,.43888691
25009,606834,217377,.35821494
25011,58130,20007,.34417686
25013,365255,87844,.24050047
25015,136575,48098,.35217279
25017,1261398,636681,.50474238
25019,8692,3676,.42291763
25021,545083,269459,.49434489
25023,396000,131800,.33282828
25025,647638,256487,.39603451
25027,640471,209665,.32736066
26001,9055,1318,.14555494
26003,7829,1287,.16438881
26005,85845,17639,.20547499
26007,23229,3704,.15945585
26009,18760,4731,.25218549
26011,12452,1376,.11050434
26013,7007,992,.14157271
26015,46111,8366,.18143176
26017,83396,14782,.17725071
26019,14156,3798,.26829612
26021,120413,29619,.24597843
26023,33342,4359,.13073601
26025,103080,19805,.19213232
26027,40489,6738,.16641557
26029,20940,5921,.28276026
26031,21009,3785,.18016088
26033,30872,5691,.1843418
26035,24526,2753,.11224823
26037,59531,17363,.29166317
26039,11249,1852,.16463685
26041,29005,5554,.19148423
26043,20558,4847,.23577197
26045,85154,20863,.24500316
26047,26280,8016,.30502284
26049,315424,59171,.18759194
26051,20418,2626,.12861201
26053,13160,2217,.16846505
26055,72336,23126,.31970251
26057,32892,4291,.13045725
26059,35682,5490,.15385909
26061,28930,7651,.26446596
26063,25562,3776,.14771926
26065,228541,73059,.31967568
26067,49156,7488,.15233135
26069,21045,3269,.1553338
26071,9442,1652,.17496294
26073,58278,12445,.21354543
26075,123939,23742,.19156198
26077,202828,64545,.31822529
26079,13667,1615,.11816785
26081,477971,152233,.3184984
26083,1778,435,.24465692
26085,9724,1037,.10664336
26087,69020,11688,.16934222
26089,17875,6777,.37913287
26091,77244,14408,.18652582
26093,144632,46453,.32118064
26095,5340,764,.14307116
26097,9044,1636,.18089341
26099,676775,153204,.22637361
26101,20082,3826,.19051887
26103,54984,14538,.26440418
26105,22862,4638,.20286939
26107,35028,6132,.17505996
26109,18932,2816,.14874287
26111,65266,20459,.31347102
26113,11505,1426,.12394611
26115,116386,20231,.17382675
26117,48528,5717,.11780827
26119,7890,932,.11812421
26121,131935,22354,.16943191
26123,36887,5118,.13874806
26125,971055,414527,.42688313
26127,20216,3335,.16496834
26129,17037,1893,.11111111
26131,5306,870,.16396533
26133,17836,2033,.11398295
26135,6728,692,.10285375
26137,19035,3913,.20556869
26139,211219,60248,.28523949
26141,10750,1695,.15767442
26143,20298,2739,.1349394
26145,151499,28894,.19072074
26147,125137,20867,.16675323
26149,45669,6418,.14053297
26151,32368,4185,.12929437
26153,6631,934,.14085357
26155,53567,7980,.14897232
26157,42191,5424,.12855822
26159,57170,10899,.19064194
26161,291898,134971,.46239096
26163,1340969,280941,.20950596
26165,25192,4127,.16382185
27001,13206,2169,.16424352
27003,261140,69540,.26629394
27005,25300,5671,.2241502
27007,34232,8031,.23460504
27009,29511,6106,.2069059
27011,4002,648,.16191904
27013,52779,13235,.25076261
27015,19713,3623,.18378735
27017,27353,5459,.19957592
27019,71556,31485,.44000503
27021,22678,4589,.2023547
27023,9249,1568,.16953184
27025,41592,8109,.19496538
27027,47291,13189,.27889028
27029,6634,970,.14621647
27031,4488,1726,.38458112
27033,8694,1658,.19070624
27035,49477,11391,.23022819
27037,311677,119217,.38250175
27039,14945,3417,.22863834
27041,29014,6933,.23895361
27043,10909,1826,.16738473
27045,15784,3083,.19532438
27047,23914,3803,.15902819
27049,35636,8374,.23498709
27051,4615,842,.18244854
27053,953313,430063,.45112467
27055,14681,3239,.2206253
27057,16362,4098,.25045839
27059,29175,4642,.15910883
27061,35650,7592,.21295932
27063,7863,1523,.19369197
27065,12478,1738,.13928515
27067,32317,6870,.21258162
27069,3439,745,.21663274
27071,10331,1828,.17694318
27073,5486,989,.18027706
27075,8633,2333,.27024209
27077,3120,506,.16217948
27079,21115,4365,.20672508
27081,4405,843,.19137344
27083,19383,4662,.24052005
27085,27392,4707,.17183849
27087,3792,426,.11234177
27089,7242,1352,.18668877
27091,15716,2920,.18579791
27093,17451,3089,.17700991
27095,19385,2846,.14681454
27097,25125,3876,.15426865
27099,29641,5671,.19132283
27101,6618,1167,.17633726
27103,26062,7394,.2837081
27105,16043,2159,.13457583
27107,5039,826,.16392142
27109,114192,46583,.40793577
27111,45272,10607,.23429492
27113,10922,1888,.17286211
27115,23125,2992,.12938379
27117,6941,1341,.19319983
27119,24055,5337,.22186656
27121,8608,1805,.20968866
27123,412358,156717,.38005084
27125,3027,482,.15923357
27127,11756,2025,.17225246
27129,11440,1629,.14239511
27131,50856,11441,.22496854
27133,7063,1512,.21407335
27135,11721,2057,.17549697
27137,161822,41318,.25532994
27139,101201,36747,.36310905
27141,67062,16990,.25334764
27143,11285,1760,.15595923
27145,119573,28038,.23448437
27147,27363,6335,.23151702
27149,7733,1827,.23626019
27151,7347,1165,.15856813
27153,18616,2561,.13756983
27155,2661,463,.17399473
27157,16787,3428,.20420563
27159,10251,1250,.12193932
27161,14422,2699,.18714464
27163,188145,74218,.39447236
27165,8294,1158,.13961901
27167,4933,959,.19440503
27169,41643,9729,.23362871
27171,93631,23987,.25618652
27173,7637,1127,.14757104
28001,24276,3849,.15855166
28003,28411,4166,.14663334
28005,9931,1289,.1297956
28007,13924,1658,.11907498
28009,6464,607,.093904704
28011,24837,4967,.19998389
28013,11092,1162,.10476018
28015,8204,1180,.14383228
28017,12985,1392,.10720062
28019,6487,1082,.16679513
28021,7126,1033,.14496212
28023,12408,1506,.12137331
28025,15257,2652,.17382185
28027,17541,2623,.14953537
28029,21954,2587,.11783729
28031,14368,2051,.14274777
28033,127483,27398,.21491493
28035,58258,13187,.22635518
28037,5889,894,.15180846
28039,17281,1891,.10942654
28041,11020,863,.078312159
28043,16287,2600,.15963653
28045,36104,7008,.19410592
28047,151837,30275,.19939145
28049,182606,46398,.25408804
28051,13414,1243,.092664383
28053,6325,766,.12110672
28055,1115,63,.056502242
28057,18263,2061,.11285112
28059,107327,20162,.18785581
28061,12738,1644,.12906265
28063,5606,710,.12665002
28065,9229,1258,.13630946
28067,50863,8388,.16491359
28069,8026,906,.11288313
28071,43163,13987,.32405069
28073,45192,14891,.32950523
28075,59501,10908,.18332465
28077,9569,1212,.12665901
28079,16698,1828,.10947419
28081,62906,13556,.21549614
28083,21726,3563,.16399705
28085,26068,3708,.14224337
28087,45284,9773,.21581574
28089,76119,32301,.42434871
28091,19440,2236,.11502057
28093,28097,3505,.12474641
28095,27693,4132,.14920738
28097,7937,1533,.19314602
28099,21111,2709,.12832172
28101,15976,2344,.14672008
28103,8143,922,.11322609
28105,40748,12027,.29515558
28107,25476,3395,.13326268
28109,42412,5678,.1338772
28111,9227,893,.096781187
28113,29046,4127,.14208497
28115,22718,3183,.14010917
28117,19563,2085,.10657874
28119,5679,618,.10882197
28121,113645,31675,.27871883
28123,20894,2394,.11457835
28125,3478,680,.19551466
28127,20486,2460,.12008201
28129,12160,1273,.1046875
28131,13905,1785,.12837109
28133,20652,2688,.13015689
28135,12102,1089,.089985125
28137,21601,2990,.13841952
28139,16559,2129,.12857057
28141,15166,1607,.1059607
28143,7204,1143,.15866186
28145,21014,2829,.13462454
28147,11137,1034,.092843674
28149,35813,7439,.20771787
28151,35319,6061,.17160735
28153,15350,1794,.11687297
28155,7468,1246,.1668452
28157,7108,949,.13351154
28159,14252,2087,.14643559
28161,9549,1215,.12723845
28163,20629,2686,.13020505
29001,20847,5106,.24492733
29003,13353,3176,.23784918
29005,4308,929,.21564531
29007,19744,2596,.13148299
29009,27298,3256,.11927614
29011,9007,1447,.16065283
29013,12413,1768,.14243132
29015,15582,1789,.11481196
29017,9602,846,.088106647
29019,138933,53461,.38479698
29021,68921,12582,.18255684
29023,32801,4922,.15005641
29025,6866,1127,.16414215
29027,35225,6753,.19171043
29029,36646,7476,.2040059
29031,61290,15905,.25950399
29033,6874,1118,.16264184
29035,4720,527,.11165255
29037,76524,18190,.2377032
29039,10531,1365,.12961732
29041,5867,895,.15254815
29043,61471,15795,.25695044
29045,5193,651,.12536107
29047,177692,53220,.29950702
29049,15616,2716,.17392418
29051,59269,16896,.28507313
29053,13756,2641,.19198895
29055,18696,2018,.10793753
29057,5978,878,.14687186
29059,12551,1393,.11098717
29061,6175,974,.1577328
29063,10505,1392,.13250832
29065,11982,1424,.11884493
29067,10548,918,.087030716
29069,22893,2670,.11662954
29071,78425,14762,.1882308
29073,11652,1901,.16314796
29075,5024,939,.18690287
29077,226506,60914,.26892886
29079,7764,1318,.16975786
29081,6497,925,.1423734
29083,16948,2554,.15069625
29085,7765,739,.095170639
29087,3618,746,.20619127
29089,7895,1744,.2208993
29091,30408,4364,.14351487
29093,8155,881,.10803188
29095,523666,148193,.28299144
29097,88554,18342,.20712785
29099,169500,30911,.18236578
29101,42245,9828,.23264292
29103,3021,449,.14862628
29105,26799,3483,.12996754
29107,25051,4386,.17508283
29109,28403,4113,.14480865
29111,7744,989,.12771177
29113,40503,6010,.14838406
29115,9320,1321,.14173819
29117,11791,2034,.17250445
29119,16833,1968,.11691321
29121,11643,1666,.14309026
29123,9445,1084,.11476972
29125,7089,865,.12202003
29127,21938,4267,.1945027
29129,2750,471,.17127272
29131,18998,2798,.14727867
29133,10839,1158,.10683642
29135,11931,1923,.16117677
29137,6743,911,.13510308
29139,8948,1085,.12125615
29141,15690,1844,.11752709
29143,13798,1601,.11603131
29145,44108,7812,.17711073
29147,18999,3751,.19743145
29149,8368,985,.11771032
29151,10442,1817,.17400882
29153,7505,946,.1260493
29155,12747,1378,.10810386
29157,14538,2305,.15855001
29159,31727,5129,.16166042
29161,35401,8612,.24326997
29163,14440,2046,.14168975
29165,73750,28314,.38391864
29167,23994,4338,.18079519
29169,41295,7907,.19147597
29171,3767,635,.16856915
29173,8013,1074,.1340322
29175,19456,2540,.13055098
29177,17569,2431,.13836871
29179,5030,457,.090854868
29181,10610,1157,.10904807
29183,292201,99415,.34022814
29185,7648,987,.12905335
29186,13916,2014,.1447255
29187,52162,6327,.1212952
29189,776962,308285,.39678261
29195,17737,2944,.16598071
29197,3260,410,.12576687
29199,3501,399,.11396744
29201,29623,3769,.12723222
29203,6444,832,.12911235
29205,4627,669,.14458613
29207,23173,2978,.12851162
29209,26125,4551,.17420095
29211,4901,503,.10263211
29213,42753,6889,.16113488
29215,19737,2508,.12707098
29217,15706,2463,.15681905
29219,25469,4388,.17228788
29221,19214,1597,.083116479
29223,10508,1161,.11048725
29225,27333,3918,.14334321
29227,1633,300,.18371096
29229,13760,1500,.10901163
29510,252163,79912,.31690612
30001,7692,2138,.27795112
30003,8829,1343,.15211235
30005,4649,852,.18326522
30007,4604,1221,.26520416
30009,8555,2524,.29503214
30011,1065,162,.15211268
30013,63419,15720,.24787524
30015,4409,1057,.2397369
30017,9312,1917,.2058634
30019,1408,298,.21164773
30021,7235,1394,.1926745
30023,7688,1197,.1556972
30025,2160,317,.14675926
30027,9005,2447,.27173793
30029,74633,20045,.26858091
30031,80184,33194,.41397285
30033,861,132,.15331011
30035,9356,1515,.16192818
30037,594,119,.20033669
30039,2595,607,.23391137
30041,11951,2502,.20935486
30043,9185,2818,.30680457
30045,1639,453,.27638805
30047,22321,5346,.2395054
30049,51939,17688,.34055334
30051,1872,273,.14583333
30053,15738,3005,.19093913
30055,1311,220,.16781083
30057,6670,1917,.2874063
30059,1479,279,.18864097
30061,3424,473,.13814253
30063,92184,33730,.36589864
30065,3752,525,.13992538
30067,12970,4238,.32675403
30069,377,98,.25994694
30071,3174,521,.16414618
30073,4557,964,.21154268
30075,1342,314,.23397914
30077,5866,982,.16740538
30079,1022,197,.19275929
30081,33105,8175,.24694155
30083,8549,1536,.17967014
30085,7550,1024,.13562913
30087,6603,1152,.17446615
30089,9340,1513,.16199143
30091,2817,546,.19382322
30093,27528,6175,.22431706
30095,7305,1697,.23230664
30097,2831,677,.23913811
30099,4613,1025,.22219813
30101,4040,547,.13539603
30103,634,136,.21451104
30105,5892,1248,.21181263
30107,1585,260,.16403785
30109,872,184,.21100917
30111,119414,33090,.27710319
31001,24041,5068,.21080653
31003,4932,862,.17477697
31005,289,80,.27681661
31007,556,95,.17086332
31009,396,89,.22474748
31011,4114,761,.18497813
31013,8340,1356,.16258992
31015,1581,309,.19544592
31017,2426,418,.17230009
31019,37517,10695,.28507078
31021,5082,913,.17965367
31023,6164,1082,.17553537
31025,19267,4767,.24741787
31027,6413,1131,.17636052
31029,2928,538,.18374316
31031,4503,860,.19098379
31033,7625,1889,.24773771
31035,4752,792,.16666667
31037,7415,1024,.13809845
31039,6824,1333,.19533998
31041,8315,1672,.20108238
31043,14572,1697,.11645622
31045,7337,2173,.29617009
31047,17306,2491,.14393851
31049,1530,252,.16470589
31051,4313,749,.17366102
31053,27934,5010,.17935133
31055,407821,142365,.34908697
31057,1521,325,.21367522
31059,4455,830,.18630752
31061,2438,460,.18867925
31063,2089,366,.17520344
31065,3716,649,.17465016
31067,16841,3251,.19304079
31069,1554,365,.23487774
31071,1572,311,.19783714
31073,1621,381,.2350401
31075,526,112,.21292776
31077,1852,320,.17278618
31079,44601,8091,.18140849
31081,6930,1664,.24011543
31083,2696,506,.18768546
31085,764,123,.16099477
31087,2219,359,.16178459
31089,7847,1550,.19752772
31091,578,141,.24394463
31093,4834,916,.18949111
31095,5711,825,.14445807
31097,4222,658,.15585031
31099,4930,1034,.2097363
31101,6501,1361,.2093524
31103,575,127,.22086957
31105,2837,458,.16143814
31107,6446,1268,.19671114
31109,235827,78242,.3317771
31111,27021,5538,.2049517
31113,655,143,.21832061
31115,433,98,.22632794
31117,335,81,.24179104
31119,26350,4954,.18800759
31121,6064,982,.16193931
31123,3728,643,.17247854
31125,2754,490,.17792302
31127,5564,1317,.23670022
31129,3457,623,.18021406
31131,12076,2426,.20089434
31133,2143,335,.15632291
31135,2214,478,.21589883
31137,6941,1660,.23915862
31139,5394,1113,.20634037
31141,24322,4937,.20298496
31143,4026,784,.19473423
31145,8369,1457,.17409487
31147,6361,1154,.18141802
31149,1151,197,.17115551
31151,10820,1255,.11598891
31153,126169,45323,.35922453
31155,15712,3934,.25038189
31157,27430,5515,.20105724
31159,13032,3181,.24409147
31161,4069,997,.24502334
31163,2401,451,.18783841
31165,1005,258,.25671643
31167,4451,738,.16580544
31169,4036,814,.20168483
31171,511,148,.28962818
31173,4540,640,.14096916
31175,3332,624,.1872749
31177,15496,4334,.27968508
31179,7573,1755,.23174435
31181,2779,586,.21086721
31183,692,126,.18208092
31185,10700,2779,.25971964
32001,18436,3103,.168312
32003,1612686,342222,.21220621
32005,39087,9948,.25450918
32007,37878,5994,.15824489
32009,900,137,.15222222
32011,1322,171,.12934947
32013,12411,1700,.13697526
32015,4274,525,.12283575
32017,4222,798,.18900995
32019,40734,5473,.13435951
32021,3551,461,.12982258
32023,35904,3955,.11015486
32027,5534,703,.12703289
32029,3428,746,.2176196
32031,346474,93842,.2708486
32033,7808,1024,.13114753
32510,43074,8561,.19875099
33001,48817,14499,.2970072
33003,39646,12624,.318418
33005,62189,17916,.28808954
33007,26751,4670,.17457291
33009,74185,25542,.3443014
33011,319684,109364,.34210032
33013,118669,38271,.32250208
33015,241198,92913,.38521463
33017,102189,31341,.30669641
33019,34663,8458,.24400657
34001,213204,52262,.24512674
34003,735904,331839,.45092702
34005,352972,120505,.34140101
34007,392856,114471,.29138157
34009,77684,22750,.29285309
34011,118132,15833,.13402803
34013,609241,190743,.31308299
34015,225216,64978,.28851414
34017,540877,201378,.37231755
34019,99853,46924,.4699308
34021,292953,109716,.37451741
34023,653712,252166,.38574478
34025,489700,201537,.41155198
34027,389293,192296,.49396214
34029,450541,120700,.26790014
34031,387391,96443,.24895519
34033,49694,9931,.19984303
34035,257172,128288,.49884126
34037,113376,36593,.3227579
34039,425876,134998,.31698897
34041,84693,24925,.29429823
35001,521922,158250,.30320624
35003,3024,767,.25363755
35005,47757,8133,.17029965
35006,20530,2270,.11056989
35007,10178,1895,.1861859
35009,36782,6229,.16934913
35011,1530,156,.10196079
35013,159573,37097,.23247667
35015,41841,6156,.14712842
35017,22427,5528,.2464886
35019,3602,447,.12409772
35021,445,105,.23595506
35023,3422,454,.13267095
35025,48574,5666,.11664677
35027,15896,4396,.27654755
35028,13871,8462,.61004972
35029,17888,2260,.12634169
35031,51256,4851,.09464258
35033,3764,498,.13230605
35035,49678,8077,.16258706
35037,6578,903,.13727577
35039,30014,4993,.1663557
35041,14562,2942,.20203269
35043,105138,28618,.27219465
35045,92964,12115,.13031927
35047,22517,3977,.17662211
35049,119200,45528,.3819463
35051,9431,1750,.18555826
35053,13112,2302,.17556436
35055,26640,6807,.25551802
35057,12285,1976,.16084656
35059,3354,491,.14639236
35061,57346,8397,.14642695
36001,250422,91743,.3663536
36003,37708,6323,.16768324
36005,1088685,191998,.17635772
36007,157630,40197,.25500858
36009,60508,10366,.17131619
36011,62452,12878,.20620637
36013,103692,20069,.19354434
36015,67937,15511,.22831447
36017,38444,6722,.17485173
36019,66427,13167,.19821759
36021,50226,14359,.28588778
36023,38848,8401,.21625309
36025,37873,7444,.19655164
36027,237200,74220,.31290051
36029,733491,225310,.30717486
36031,31778,7981,.25114858
36033,41042,6974,.1699235
36035,42864,7191,.16776316
36037,46378,9378,.20220794
36039,39619,7948,.20061082
36041,3990,738,.18496241
36043,49672,9420,.18964407
36045,88059,16511,.18749928
36047,2026306,671756,.33151755
36049,20596,3137,.15231113
36051,52529,10808,.20575301
36053,57420,13513,.23533612
36055,589166,199735,.3390131
36057,38174,6130,.1605805
36059,1064565,443789,.41687354
36061,1414226,815337,.57652527
36063,169434,37570,.22173826
36065,182823,40642,.22230245
36067,366040,117491,.32097858
36069,86707,26991,.31128976
36071,280631,75169,.26785707
36073,33239,4880,.14681549
36075,94109,15548,.16521268
36077,50668,12591,.24850003
36079,78709,28903,.3672134
36081,1865585,545198,.2922397
36083,127721,35411,.27725276
36085,370626,112367,.30318165
36087,235029,87472,.37217534
36089,88107,17575,.19947337
36091,179184,67351,.37587619
36093,121478,34363,.28287426
36095,25874,5040,.19479014
36097,14515,3027,.20854288
36099,27842,5348,.1920839
36101,75959,15886,.20913914
36103,1168181,382987,.32784903
36105,59564,12974,.21781613
36107,38632,8954,.23177676
36109,88572,36552,.41268122
36111,147155,42490,.28874317
36113,52553,14389,.27379978
36115,50016,9185,.18364124
36117,71400,14633,.20494398
36119,754447,335175,.44426581
36121,32755,4776,.1458098
36123,19442,4224,.2172616
37001,121903,25543,.20953545
37003,29469,3813,.12939021
37005,8987,1566,.17425169
37007,20435,1790,.087594815
37009,21898,3999,.18261942
37011,14835,2715,.18301314
37013,37409,6840,.1828437
37015,16285,1864,.11446116
37017,26800,3569,.13317165
37019,102007,27224,.26688364
37021,203908,73079,.35839203
37023,71350,10937,.15328662
37025,145237,39930,.27492994
37027,64821,8948,.13804169
37029,7895,1327,.16808106
37031,56175,14067,.25041389
37033,18500,2382,.12875676
37035,120542,24362,.20210384
37037,54247,20479,.37751397
37039,22631,4083,.18041624
37041,11352,2138,.18833686
37043,8820,1893,.21462585
37045,75522,11593,.15350494
37047,44150,5173,.11716874
37049,80262,16798,.20928958
37051,249664,52036,.20842412
37053,19647,4185,.21300963
37055,28553,8316,.29124784
37057,127054,21219,.16700773
37059,32675,6958,.21294567
37061,44719,4388,.098123841
37063,235723,102755,.43591419
37065,41538,4469,.10758823
37067,281667,86834,.30828601
37069,49345,9562,.1937785
37071,164765,31118,.18886292
37073,9167,1340,.1461765
37075,6789,876,.12903225
37077,46205,8975,.19424304
37079,16555,1477,.08921776
37081,400197,125893,.31457758
37083,40970,5295,.12924092
37085,94014,17471,.18583402
37087,48854,11197,.22919311
37089,90252,26712,.29597127
37091,19580,2688,.13728294
37093,37708,6305,.1672059
37095,4370,286,.065446228
37097,129565,32248,.24889438
37099,34528,8687,.2515929
37101,137420,27372,.19918498
37103,7870,1056,.13418043
37105,44784,8826,.19707932
37107,44852,5521,.12309373
37109,62968,11971,.19011244
37111,35708,5267,.14750196
37113,27748,5817,.20963673
37115,17453,4158,.23823984
37117,18379,2685,.14609064
37119,782540,319217,.40792421
37121,12363,2137,.17285448
37123,21134,2684,.12699915
37125,74109,24954,.33672023
37127,72842,13605,.18677412
37129,177607,62012,.34915289
37131,16662,1954,.11727284
37133,145523,21825,.1499763
37135,113240,54415,.48052809
37137,10756,1914,.17794719
37139,30811,5667,.18392782
37141,44727,10638,.23784292
37143,10864,2030,.18685567
37145,30728,4337,.14114162
37147,137951,36045,.26128843
37149,16949,5112,.30161071
37151,109483,15489,.14147402
37153,34861,4473,.12830958
37155,99841,11408,.11426168
37157,72539,9868,.13603717
37159,107465,18030,.16777556
37161,52499,8595,.1637174
37163,47868,5455,.11395922
37165,27191,3834,.14100254
37167,47612,7247,.15220952
37169,36962,4849,.13118879
37171,56482,8750,.15491661
37173,11012,1516,.137668
37175,27874,7641,.27412644
37177,3509,272,.077514961
37179,159770,49541,.31007698
37181,33756,3721,.11023226
37183,771121,361980,.46942049
37185,16434,2382,.14494342
37187,9757,839,.085989542
37189,46437,13936,.30010551
37191,94779,16829,.17756043
37193,54064,7757,.1434781
37195,62173,10820,.17403053
37197,29598,3340,.11284547
37199,14263,2738,.19196522
38001,1892,486,.25687104
38003,8790,2056,.23390216
38005,4523,623,.13774043
38007,770,173,.22467533
38009,5279,1088,.20609964
38011,2458,552,.22457282
38013,1646,301,.18286756
38015,71171,22893,.32166192
38017,132840,45546,.34286359
38019,3028,607,.20046236
38021,3942,1033,.26204973
38023,1936,363,.1875
38025,3372,743,.22034401
38027,1779,380,.21360315
38029,2728,426,.15615836
38031,2622,620,.23646072
38033,1416,322,.22740114
38035,55782,15510,.27804667
38037,1911,341,.1784406
38039,1829,383,.20940405
38041,2049,281,.13714007
38043,1943,340,.17498714
38045,3203,699,.2182329
38047,1571,215,.13685551
38049,4551,861,.1891892
38051,2214,406,.1833785
38053,8286,1947,.23497465
38055,7608,1369,.17994216
38057,6729,1434,.21310745
38059,23386,5825,.24908064
