GEOID,population_18_up,degree_18_up,attainment_rate
38061,7405,1407,.19000675
38063,2437,509,.20886336
38065,1426,268,.18793829
38067,5588,1099,.19667144
38069,3393,591,.17418215
38071,8919,2116,.23724633
38073,4172,790,.18935762
38075,1917,289,.15075639
38077,12846,2462,.191655
38079,9714,1789,.18416718
38081,3116,551,.17682926
38083,1180,163,.1381356
38085,2763,405,.1465798
38087,530,135,.25471699
38089,22764,5113,.22460903
38091,1531,388,.25342914
38093,16819,3787,.22516201
38095,1714,304,.17736289
38097,6260,1462,.23354633
38099,8450,1379,.16319527
38101,53427,12993,.24319164
38103,3295,723,.21942337
38105,24185,4941,.20430018
39001,21126,2424,.11474013
39003,79859,12957,.16224846
39005,41069,7395,.18006282
39007,76472,9389,.12277696
39009,55724,11816,.21204507
39011,34608,5939,.17160772
39013,55672,8519,.15302126
39015,33618,4007,.1191921
39017,285451,75009,.26277363
39019,21973,2587,.1177354
39021,30056,4430,.14739154
39023,104591,17817,.17034927
39025,153834,40542,.26354381
39027,31916,5076,.15904249
39029,82830,10908,.13169141
39031,27960,3332,.11917024
39033,32909,4517,.13725728
39035,989610,291381,.29444024
39037,39356,5306,.13482061
39039,29349,4494,.15312277
39041,140179,69170,.49344054
39043,59728,12459,.20859563
39045,114575,28189,.24603099
39047,21795,3261,.14962147
39049,958413,340268,.35503274
39051,31978,5137,.16064169
39053,23215,3460,.14904156
39055,71562,25087,.35056314
39057,130626,45069,.34502319
39059,30499,4036,.13233221
39061,621077,207952,.33482483
39063,58507,14639,.25020939
39065,24207,3327,.13743958
39067,12150,1247,.10263374
39069,20925,3475,.1660693
39071,32656,3783,.11584395
39073,22072,2940,.13320044
39075,29458,2243,.076142304
39077,44080,5603,.1271098
39079,24815,3585,.14446907
39081,54220,7485,.13804869
39083,46879,9269,.19772179
39085,182013,46879,.25755852
39087,47402,6448,.13602802
39089,130471,29226,.22400381
39091,34512,4950,.14342837
39093,236268,51429,.2176723
39095,332916,78474,.23571712
39097,34579,5397,.15607738
39099,184554,39926,.21633777
39101,51733,6481,.12527786
39103,135346,40520,.29938084
39105,18157,2267,.12485543
39107,30245,4838,.15996033
39109,80013,15800,.19746791
39111,11235,1249,.11117045
39113,412888,101303,.24535225
39115,11566,1398,.12087152
39117,26345,3363,.1276523
39119,66120,9569,.14472172
39121,11835,1173,.099112801
39123,32885,6996,.21274137
39125,14421,1881,.13043478
39127,27360,2912,.10643275
39129,44517,7155,.16072512
39131,21648,2649,.12236696
39133,130818,31484,.24067025
39135,31807,4279,.13453014
39137,25384,4585,.18062559
39139,95051,15054,.15837814
39141,60371,8870,.14692485
39143,45802,6484,.14156587
39145,59994,8319,.13866387
39147,43150,6066,.14057937
39149,36346,5755,.15833929
39151,292441,61499,.21029541
39153,425075,124503,.29289654
39155,160911,28256,.17560017
39157,71170,10054,.14126739
39159,40847,11699,.28641027
39161,21616,3339,.15446891
39163,10162,946,.093091913
39165,166428,64682,.38864854
39167,48778,8471,.17366436
39169,87423,16728,.19134553
39171,28566,3916,.13708605
39173,102837,28314,.2753289
39175,16983,2436,.14343755
40001,16285,2015,.1237335
40003,4706,936,.19889502
40005,10767,1427,.13253459
40007,4043,763,.18872124
40009,17140,2581,.15058343
40011,7525,1210,.16079734
40013,34510,6994,.2026659
40015,22001,3399,.15449297
40017,97841,23759,.24283276
40019,36078,6846,.18975553
40021,37309,7539,.20206921
40023,11338,1329,.11721644
40025,1681,333,.19809636
40027,213093,59339,.27846527
40029,4261,651,.15278104
40031,93383,18256,.19549596
40033,4610,665,.14425163
40035,11332,1514,.13360396
40037,53724,7656,.14250614
40039,21911,4950,.22591393
40041,33125,5054,.15257359
40043,3592,719,.20016704
40045,3131,627,.20025551
40047,46184,9991,.21633033
40049,20779,2953,.14211464
40051,41065,7023,.17102155
40053,3371,813,.24117473
40055,4844,621,.12819983
40057,2110,440,.2085308
40059,2806,609,.21703492
40061,9643,1144,.11863528
40063,10586,1182,.1116569
40065,19001,3629,.19098994
40067,4785,538,.11243469
40069,8332,1253,.15038407
40071,33836,6061,.17912874
40073,11308,2505,.22152458
40075,6958,1099,.15794769
40077,8271,1169,.1413372
40079,37909,5122,.13511303
40081,26223,3399,.12961903
40083,34494,8557,.24807213
40085,7363,971,.13187559
40087,28118,6145,.21854328
40089,24663,3045,.1234643
40091,15813,2001,.12654145
40093,5765,902,.1564614
40095,12426,1646,.13246419
40097,31099,4375,.14067976
40099,10564,1930,.18269596
40101,52437,8903,.16978469
40103,8681,1935,.22290058
40105,8029,841,.1047453
40107,9304,1034,.111135
40109,575422,163999,.28500649
40111,29663,3925,.13231972
40113,36498,6011,.16469395
40115,23813,2946,.12371394
40117,12492,1805,.14449248
40119,65017,18174,.27952689
40121,34779,5247,.1508669
40123,29186,7227,.24761872
40125,54211,8803,.16238402
40127,8652,1215,.14042996
40129,2764,512,.18523878
40131,68106,14684,.21560508
40133,18823,2342,.12442225
40135,31701,4027,.1270307
40137,33818,5424,.16038796
40139,15493,2756,.17788678
40141,5756,826,.14350243
40143,474796,134476,.28322899
40145,57557,12064,.20960091
40147,39598,9816,.24789131
40149,8589,1751,.20386541
40151,7337,1916,.26114216
40153,15752,2853,.18111986
41001,12844,2733,.21278419
41003,73485,31100,.42321563
41005,311545,102055,.32757708
41007,30568,6807,.22268385
41009,39151,6757,.17258818
41011,51214,8967,.17508884
41013,17486,2898,.16573259
41015,18969,4203,.22157204
41017,138199,43619,.31562456
41019,86567,13654,.15772754
41021,1484,264,.17789757
41023,5887,1174,.19942245
41025,5670,995,.17548501
41027,17275,4806,.27820551
41029,167686,41252,.24600741
41031,17272,2612,.15122741
41033,67925,11027,.16234082
41035,51710,8985,.17375749
41037,6343,886,.13968153
41039,294521,77151,.26195416
41041,39149,8887,.22700453
41043,93096,15881,.17058735
41045,22690,2654,.11696783
41047,246991,50224,.20334344
41049,8078,750,.092844762
41051,634229,258017,.40681994
41053,61110,16480,.26967764
41055,1392,237,.17025863
41057,20911,4151,.19850796
41059,56991,8308,.1457774
41061,20077,4322,.2152712
41063,5634,1391,.24689385
41065,19873,3580,.18014391
41067,434958,170491,.39197117
41069,1191,190,.15952981
41071,78700,17834,.22660737
42001,80671,16422,.20356758
42003,996286,375754,.37715477
42005,53719,8078,.1503751
42007,135097,30913,.22882077
42009,38985,5148,.13205078
42011,321024,70518,.21966583
42013,98913,18954,.19162294
42015,47969,8244,.17186099
42017,494094,183889,.37217411
42019,147431,47276,.32066527
42021,109594,21416,.19541216
42023,3905,588,.15057619
42025,51361,7860,.1530344
42027,136099,46758,.34355873
42029,394684,184689,.46794143
42031,31451,6091,.19366634
42033,65549,8851,.13502875
42035,31317,5092,.16259539
42037,54747,10351,.18906972
42039,68383,12648,.18495825
42041,195683,61749,.31555629
42043,211878,59163,.27923146
42045,438131,150823,.3442418
42047,24707,4395,.17788482
42049,217254,55303,.25455457
42051,107222,15849,.14781481
42053,6721,428,.063680999
42055,118218,22779,.19268639
42057,11556,1476,.12772585
42059,30155,5002,.1658763
42061,37051,5282,.14256026
42063,70756,13751,.19434394
42065,34876,5195,.1489563
42067,18910,2525,.13352723
42069,169093,42566,.25173131
42071,407770,99309,.2435417
42073,70396,13675,.1942582
42075,105981,20127,.1899114
42077,278386,74790,.26865575
42079,255806,54466,.21291916
42081,91581,18523,.20225811
42083,33669,5476,.1626422
42085,90781,18616,.20506494
42087,35932,4135,.11507848
42089,132792,28656,.21579613
42091,639578,289265,.45227477
42093,14643,4229,.28880695
42095,239488,63162,.26373765
42097,74562,10915,.14638825
42099,35888,5604,.15615247
42101,1224068,306451,.25035456
42103,44890,11156,.2485186
42105,13469,1941,.1441087
42107,115951,17736,.15296116
42109,31822,4851,.15244171
42111,61765,9308,.15070024
42113,5452,820,.15040351
42115,33708,5579,.16550967
42117,33213,6195,.18652335
42119,37101,7636,.20581655
42121,42211,6830,.16180617
42123,32408,5840,.18020242
42125,166634,44894,.26941681
42127,42768,8280,.1936027
42129,289855,76929,.26540512
42131,22155,3878,.1750395
42133,343375,76055,.22149254
44001,39540,16667,.4215225
44003,132426,40275,.30413213
44005,68307,29891,.4375979
44007,501319,127661,.25465024
44009,103964,40446,.3890385
45001,19541,2592,.13264419
45003,129068,30607,.23713857
45005,7598,645,.08489076
45007,149118,28853,.19349106
45009,11841,1937,.16358416
45011,16410,1873,.11413772
45013,144108,51809,.3595151
45015,154968,33154,.21394095
45017,11821,1999,.16910583
45019,310133,120087,.38721129
45021,43227,6182,.14301246
45023,24937,3267,.13101014
45025,35660,3685,.10333707
45027,27254,3667,.13454905
45029,28989,4120,.14212288
45031,52154,8547,.16388005
45033,23069,2336,.10126143
45035,113478,28686,.25278908
45037,21603,3897,.18039161
45039,18294,2920,.15961517
45041,105127,21761,.20699725
45043,49100,12297,.25044808
45045,375331,116088,.309295
45047,53912,11526,.21379285
45049,15585,1656,.10625602
45051,251224,54015,.21500732
45053,21613,2931,.13561283
45055,48791,9302,.19064991
45057,67577,15705,.23240155
45059,51690,6947,.13439737
45061,14089,1487,.10554333
45063,215405,60233,.27962676
45065,8466,1545,.18249469
45067,24283,3671,.15117572
45069,21934,1749,.07973922
45071,29517,4621,.15655385
45073,60487,13596,.22477557
45075,69127,12617,.18251914
45077,97776,19736,.20184912
45079,316661,101721,.32122996
45081,15732,2326,.14785151
45083,227899,49787,.21846081
45085,81094,14193,.17501912
45087,21845,2557,.11705196
45089,25309,2997,.11841638
45091,189644,54155,.28556135
46003,2025,414,.20444444
46005,13323,2407,.18066502
46007,2221,330,.14858171
46009,5714,1013,.17728387
46011,26896,8351,.31049228
46013,29449,7845,.26639274
46015,3926,922,.23484462
46017,1259,92,.073073871
46019,7732,1470,.19011898
46021,1133,258,.22771403
46023,6570,1052,.16012177
46025,2749,445,.16187705
46027,11513,3991,.34665161
46029,21174,4226,.19958439
46031,2703,420,.1553829
46033,7104,1705,.24000563
46035,15267,3363,.22027904
46037,4342,763,.17572547
46039,3291,631,.19173503
46041,3673,460,.12523822
46043,2240,410,.18303572
46045,3027,694,.22926991
46047,5561,1203,.216328
46049,1839,472,.25666124
46051,5518,754,.13664371
46053,3217,648,.2014299
46055,1554,256,.16473617
46057,4035,777,.19256505
46059,2602,594,.22828594
46061,2317,465,.20069055
46063,976,280,.28688523
46065,13380,4281,.31995517
46067,5549,1206,.21733646
46069,1085,203,.18709677
46071,2271,436,.19198591
46073,1568,286,.18239796
46075,623,111,.17817014
46077,3936,873,.22179878
46079,9648,2751,.28513682
46081,20457,5544,.27100748
46083,37824,14547,.38459709
46085,2782,448,.16103522
46087,4017,825,.20537715
46089,1905,284,.14908136
46091,3601,777,.2157734
46093,20591,4598,.22330144
46095,1430,196,.13706294
46097,1670,333,.1994012
46099,137295,39257,.28593177
46101,4866,1118,.2297575
46102,8954,929,.10375252
46103,82594,22305,.27005595
46105,2335,430,.18415418
46107,1846,383,.20747562
46109,7360,1169,.15883152
46111,1876,316,.1684435
46115,4943,1012,.20473397
46117,2305,629,.27288502
46119,1059,240,.2266289
46121,5999,810,.13502251
46123,4243,924,.21777044
46125,6300,1393,.2211111
46127,11258,3249,.28859478
46129,4238,904,.21330817
46135,17844,4482,.25117686
46137,1881,235,.12493355
47001,59575,13262,.22261016
47003,34786,5013,.1441097
47005,12945,1545,.1193511
47007,12033,1361,.11310562
47009,100567,21756,.21633339
47011,80456,15750,.19575918
47013,31694,3452,.10891651
47015,10882,1232,.11321449
47017,22133,3279,.14814982
47019,45660,6735,.14750329
47021,30497,5470,.17936191
47023,13171,1944,.147597
47025,25525,3285,.12869735
47027,6167,765,.12404735
47029,27997,2943,.10511841
47031,41040,7180,.17495127
47033,11003,1381,.12551123
47035,47729,8387,.17572126
47037,533096,193898,.3637206
47039,9211,1019,.1106286
47041,15096,1941,.12857711
47043,39199,5232,.13347279
47045,28671,4754,.16581215
47047,31287,6641,.21226068
47049,14059,1588,.11295256
47051,32818,6046,.18422817
47053,37176,6071,.16330428
47055,22936,3111,.1356383
47057,18128,1867,.10298985
47059,54945,7601,.13833834
47061,10363,1049,.10122551
47063,48714,7636,.15675165
47065,279988,78526,.28046203
47067,5255,487,.092673644
47069,20755,2087,.10055409
47071,20437,2424,.11860841
47073,44691,5555,.12429795
47075,13760,1565,.11373547
47077,21440,2876,.13414179
47079,25495,3811,.14948028
47081,19172,1934,.10087628
47083,6356,633,.099590935
47085,14354,1638,.11411453
47087,9415,727,.077217206
47089,42004,6326,.15060471
47091,14779,1489,.10075106
47093,355798,116612,.32774776
47095,6428,533,.08291848
47097,20335,1643,.080796659
47099,31927,3645,.11416669
47101,9385,1024,.10911028
47103,26039,4393,.16870847
47105,40798,9935,.24351683
47107,41263,5793,.14039212
47109,20166,2303,.11420212
47111,17553,1619,.092234947
47113,75550,17526,.23197882
47115,22293,2715,.12178711
47117,24212,3050,.12597059
47119,66912,12938,.19335844
47121,9357,875,.093512878
47123,35689,3953,.11076242
47125,140177,32921,.23485307
47127,5040,889,.17638889
47129,17438,1232,.070650302
47131,23914,3451,.14430878
47133,16969,2048,.12069067
47135,6158,644,.10457941
47137,4147,276,.066554137
47139,13307,1412,.10610957
47141,59634,12515,.2098635
47143,25033,3269,.13058762
47145,42758,7640,.17868002
47147,51545,8802,.1707634
47149,223825,63283,.28273427
47151,16639,1277,.076747403
47153,11404,1539,.13495265
47155,75350,12666,.16809556
47157,700242,195118,.27864367
47159,14701,1520,.10339433
47161,10420,1457,.13982725
47163,125558,25692,.20462257
47165,133212,33035,.24798816
47167,45839,6461,.14094985
47169,6907,987,.14289851
47171,14440,2001,.13857341
47173,14915,1231,.082534358
47175,4610,411,.089154013
47177,30629,4153,.13559045
47179,101665,29213,.28734571
47181,13644,1407,.10312225
47183,27141,4761,.17541726
47185,20555,2319,.11281926
47187,153005,82693,.54045945
47189,97748,27131,.27756065
48001,46513,5334,.11467762
48003,12097,1088,.089939654
48005,64838,9800,.15114594
48007,20119,3586,.17823948
48009,6841,1525,.22292063
48011,1512,335,.22156085
48013,34722,4557,.13124244
48015,22212,4587,.20650999
48017,5041,624,.12378497
48019,17608,3926,.22296683
48021,59709,10924,.182954
48023,2820,646,.22907801
48025,25707,2087,.081184112
48027,242982,51594,.21233672
48029,1398786,343556,.24561012
48031,9022,2442,.2706717
48033,435,162,.37241378
48035,14053,2402,.17092435
48037,71374,12355,.17310224
48039,253182,68954,.27234954
48041,170001,51089,.30052176
48043,7377,2465,.33414668
48045,1270,277,.21811023
48047,5266,613,.11640714
48049,29214,4805,.16447593
48051,13602,1874,.13777386
48053,35229,7811,.22172074
48055,30771,3956,.12856261
48057,16339,2386,.14603096
48059,10392,1564,.15050039
48061,288225,43450,.15075028
48063,9310,1412,.15166488
48065,4513,1206,.26722801
48067,23249,3279,.14103833
48069,5547,647,.11663962
48071,28290,5229,.18483563
48073,38433,6331,.16472822
48075,5640,913,.16187944
48077,8167,1346,.1648096
48079,2091,192,.091822095
48081,2575,502,.19495146
48083,6589,915,.13886781
48085,668271,315036,.47141954
48087,2289,345,.15072083
48089,16020,2830,.17665417
48091,99358,33233,.33447734
48093,10447,1805,.17277688
48095,3315,349,.10527904
48097,29640,6118,.20641026
48099,57500,7630,.13269565
48101,1097,177,.16134913
48103,3316,339,.10223161
48105,2834,219,.077275932
48107,4275,489,.11438596
48109,1728,145,.083912037
48111,4999,581,.11622325
48113,1869331,514603,.27528724
48115,9840,1076,.10934959
48117,12934,1633,.12625638
48119,4001,627,.15671082
48121,580112,227371,.39194328
48123,15840,2032,.12828283
48125,1736,255,.1468894
48127,7563,661,.087399177
48129,2747,428,.15580633
48131,8556,641,.074918188
48133,14520,1672,.11515152
48135,109117,14763,.13529514
48137,1796,331,.18429844
48139,119675,24011,.20063506
48141,600384,116800,.19454215
48143,32381,7166,.22130261
48145,13575,1479,.10895028
48147,26650,3932,.14754221
48149,19761,3343,.1691716
48151,3070,541,.1762215
48153,4337,708,.16324648
48155,1133,174,.15357459
48157,512565,213238,.41602138
48159,8057,1452,.18021595
48161,15126,1722,.11384371
48163,14520,900,.06198347
48165,12796,1243,.097139731
48167,242101,66140,.27319178
48169,5545,577,.10405771
48171,20767,6462,.31116676
48173,1074,271,.25232774
48175,5884,946,.16077498
48177,15008,1749,.11653785
48179,17111,2030,.11863714
48181,96133,17680,.18391187
48183,91476,16904,.18479164
48185,21223,2620,.12345097
48187,111619,27157,.24330087
48189,24945,3548,.14223291
48191,2372,267,.11256324
48193,6541,1367,.20898946
48195,3911,598,.15290207
48197,3089,416,.13467142
48199,42127,6482,.15386806
48201,3300460,915456,.27737224
48203,49558,8532,.17216191
48205,4566,794,.173894
48207,4828,532,.11019056
48209,149148,44952,.3013919
48211,2827,599,.21188539
48213,62252,10363,.16646855
48215,558010,88561,.15870863
48217,26840,3997,.14891952
48219,17114,2115,.12358303
48221,43583,10581,.24277815
48223,26863,4291,.15973644
48225,18443,2482,.1345768
48227,28493,3328,.11680062
48229,2798,187,.066833451
48231,68664,12177,.17734183
48233,16064,1996,.12425299
48235,1223,156,.12755519
48237,6952,696,.10011508
48239,10946,1895,.1731226
48241,26843,2796,.10416123
48243,1828,649,.35503283
48245,194055,33606,.1731777
48247,3695,360,.097428955
48249,29618,3005,.10145857
48251,118171,20043,.16961014
48253,16439,1645,.10006692
48255,11884,1426,.11999327
48257,82970,15874,.19132216
48259,30752,10871,.35350546
48261,400,22,.055
48263,527,118,.22390892
48265,40828,9792,.23983541
48267,3603,669,.1856786
48269,216,43,.19907407
48271,2928,313,.1068989
48273,23820,5150,.21620487
48275,2725,502,.18422018
48277,37696,5896,.15640917
48279,9591,1396,.14555313
48281,15660,2901,.18524905
48283,5839,821,.14060627
48285,15181,2416,.15914629
48287,13035,2095,.16072114
48289,13117,1893,.14431654
48291,59530,4973,.083537713
48293,18077,2278,.12601648
48295,2540,436,.17165354
48297,9637,994,.10314413
48299,17267,4350,.25192565
48301,67,3,.044776119
48303,226111,55397,.24499914
48305,4253,696,.16364919
48307,6210,954,.15362319
48309,184712,37195,.20136753
48311,430,85,.19767442
48313,11202,1310,.1169434
48315,8242,1134,.13758796
48317,3825,692,.18091503
48319,3265,622,.19050536
48321,27196,3623,.13321812
48323,39062,4032,.10322052
48325,37114,6665,.17958184
48327,1743,267,.15318416
48329,115230,27802,.24127397
48331,18363,2598,.14148015
48333,3771,783,.20763724
48335,7098,727,.10242322
48337,14960,2273,.1519385
48339,392548,121060,.30839542
48341,15040,1792,.11914894
48343,9646,1429,.1481443
48345,846,116,.13711584
48347,50062,10104,.20182973
48349,35544,4978,.14005177
48351,11238,872,.077593878
48353,11217,1346,.11999644
48355,268364,51281,.19108748
48357,7170,1144,.15955369
48359,1303,307,.23561013
48361,63089,8963,.14206915
48363,21475,3225,.15017462
48365,17956,2365,.13171084
48367,94831,23421,.2469762
48369,6999,1008,.14402057
48371,11984,1090,.090954609
48373,37284,4208,.11286343
48375,87729,11767,.13412896
48377,5169,924,.17875798
48379,8882,899,.10121594
48381,98918,27404,.27703756
48383,2666,267,.10015003
48385,2688,534,.19866072
48387,9887,1263,.1277435
48389,11453,952,.083122328
48391,5567,596,.10705946
48393,625,186,.2976
48395,12682,1696,.13373286
48397,65353,24097,.36872065
48399,7835,1381,.17626037
48401,40717,5714,.1403345
48403,8558,1159,.13542885
48405,6702,744,.11101164
48407,21351,1925,.090159714
48409,48591,6211,.12782203
48411,4648,668,.14371772
48413,2242,455,.2029438
48415,12986,1916,.1475435
48417,2540,612,.24094488
48419,18881,2538,.13442084
48421,2363,456,.19297503
48423,167102,38103,.22802241
48425,6623,1288,.1944738
48427,42323,3778,.089265883
48429,7284,1097,.15060407
48431,810,167,.20617284
48433,826,104,.12590799
48435,2904,528,.18181819
48437,5611,665,.1185172
48439,1449596,411315,.28374457
48441,101947,21334,.2092656
48443,571,97,.16987741
48445,9279,1074,.11574523
48447,1222,228,.18657938
48449,23145,3171,.13700584
48451,89272,18942,.212183
48453,909379,394193,.43347493
48455,11537,1278,.11077403
48457,17381,1922,.11058052
48459,30797,4756,.15443063
48461,2498,256,.10248198
48463,19549,2667,.13642642
48465,34782,5864,.16859294
48467,41128,6274,.15254815
48469,67907,11888,.17506295
48471,59926,10422,.17391449
48473,36709,5115,.13933912
48475,8291,1055,.12724641
48477,27204,5711,.20993236
48479,178245,26868,.15073635
48481,30613,4160,.13588998
48483,4143,557,.13444364
48485,101975,19787,.19403775
48487,9995,1395,.13956979
48489,16457,1230,.074740231
48491,372401,137834,.37012252
48493,35545,6420,.18061613
48495,5436,509,.093635023
48497,47367,7417,.15658581
48499,34858,5053,.14495955
48501,5684,820,.14426461
48503,13744,2503,.18211584
48505,9532,919,.096412085
48507,8509,586,.068868257
49001,4351,712,.16364054
49003,35272,7075,.20058404
49005,83169,24180,.29073334
49007,15062,2108,.13995485
49009,551,46,.083484575
49011,224164,72018,.32127371
49013,13265,1706,.12860912
49015,7186,971,.13512385
49017,3828,721,.18834901
49019,7423,1822,.24545333
49021,34381,8041,.23387918
49023,6948,1057,.15213011
49025,5547,1376,.24806201
49027,8675,1674,.19296829
49029,7107,2561,.36034894
49031,1438,308,.21418637
49033,1558,317,.20346598
49035,796227,240464,.30200434
49037,10374,1577,.15201466
49039,21074,3304,.15678087
49041,14614,2215,.151567
49043,29507,14563,.49354389
49045,41787,8327,.1992725
49047,24064,3011,.12512466
49049,377473,117654,.31168851
49051,19754,6889,.3487395
49053,112439,28095,.24986883
49055,1965,467,.23765904
49057,173327,36627,.21131733
50001,30223,9699,.32091454
50003,29113,8949,.30738845
50005,24379,6174,.25325075
50007,131295,56956,.43380174
50009,5091,730,.1433903
50011,37646,8896,.23630665
50013,5725,2088,.36471614
50015,19823,6633,.3346113
50017,23389,6459,.27615547
50019,21544,4451,.20660044
50021,48878,13645,.27916446
50023,47290,17358,.36705434
50025,35295,12102,.34288144
50027,45165,15367,.34024134
51001,25971,4821,.18563013
51003,83367,38676,.46392459
51005,12471,1881,.15082993
51007,10098,1351,.13378887
51009,25447,4727,.18575864
51011,12119,2392,.19737603
51013,189832,136884,.72107971
51015,59644,13037,.21858025
51017,3509,518,.14762041
51019,61362,16293,.26552263
51021,5478,725,.13234757
51023,26527,6998,.2638067
51025,13455,1631,.12121888
51027,18572,1907,.10268146
51029,13797,1455,.10545771
51031,43973,9137,.20778659
51033,22997,4009,.17432709
51035,23925,3218,.13450366
51036,5891,712,.12086233
51037,9525,1020,.10708661
51041,254189,89091,.35049117
51043,11327,3343,.29513553
51045,4155,761,.18315282
51047,37227,8038,.21591856
51049,7791,1217,.15620588
51051,12109,1098,.09067636
51053,22169,3341,.15070593
51057,8736,1599,.18303572
51059,870996,492550,.56550205
51061,52168,17258,.33081582
51063,12425,2241,.18036218
51065,20722,6073,.29307017
51067,45332,8740,.19279979
51069,64195,16525,.25741881
51071,13423,2139,.15935335
51073,29534,6286,.21283944
51075,18006,6575,.36515605
51077,12960,1583,.12214506
51079,14516,3591,.24738219
51081,9676,661,.068313353
51083,27749,4221,.15211359
51085,79809,27716,.34727913
51087,248538,97877,.39381102
51089,41720,5008,.12003835
51091,1929,468,.24261275
51093,28477,7190,.25248447
51095,58093,25992,.44742051
51097,5703,1002,.175697
51099,18970,5996,.31607801
51101,12526,2229,.17794986
51103,9173,2795,.30469859
51105,19822,2144,.10816265
51107,265795,148202,.55758011
51109,27596,5965,.21615452
51111,10040,972,.096812747
51113,10354,2662,.2570987
51115,7468,1973,.26419389
51117,25084,4214,.16799554
51119,9044,1854,.20499779
51121,82331,29207,.35475093
51125,12068,3481,.28844878
51127,16273,4152,.25514656
51131,9610,2096,.21810614
51133,10371,2583,.24905989
51135,12445,1510,.12133387
51137,27510,6565,.23864049
51139,18862,2393,.12686884
51141,14726,1991,.13520305
51143,49716,6674,.1342425
51145,22985,5924,.25773332
51147,19142,3521,.18394107
51149,29602,6167,.20833051
51153,325891,118531,.36371362
51155,28114,4927,.17525077
51157,6021,1881,.31240657
51159,7385,935,.12660798
51161,74163,24103,.32500035
51163,18454,4426,.2398396
51165,60977,13851,.22715122
51167,22292,2880,.12919433
51169,18111,2351,.12981062
51171,33733,6095,.1806836
51173,25102,3376,.13449128
51175,14560,2607,.1790522
51177,97002,27224,.28065401
51179,103613,36614,.35337263
51181,5452,1005,.18433602
51183,9835,1053,.1070666
51185,34409,4865,.14138743
51187,30226,5907,.19542778
51191,44181,9690,.21932505
51193,14260,2844,.19943899
51195,31581,4109,.13010988
51197,23148,4107,.17742354
51199,50965,20457,.40139312
51510,126772,75040,.59192884
51520,13545,2895,.213732
51530,5159,782,.15157977
51540,39224,16511,.42094126
51550,177857,51535,.28975525
51570,13588,3061,.2252723
51580,4557,668,.14658767
51590,32682,5695,.17425494
51595,4082,577,.14135228
51600,18447,9730,.52745706
51610,10401,7622,.73281413
51620,6319,1462,.23136573
51630,22285,7768,.34857526
51640,5415,568,.10489381
51650,107011,24226,.22638795
51660,44445,10605,.23860952
51670,16627,2390,.1437421
51678,6575,1314,.19984791
51680,63907,17212,.26932886
51683,30304,8374,.27633315
51685,11849,3440,.29031986
51690,10157,1964,.19336419
51700,138582,30591,.22074296
51710,196525,44038,.22408345
51720,3154,532,.16867469
51730,25401,4242,.16700129
51735,9324,3589,.38492063
51740,73046,14519,.19876516
51750,15474,3456,.22334237
51760,181106,60712,.3352291
51770,77508,16691,.21534552
51775,20552,5027,.24459906
51790,19728,6188,.31366587
51800,66163,16588,.25071415
51810,348265,109956,.31572509
51820,16590,3419,.20608801
51830,13181,4696,.3562704
51840,21249,6012,.28293097
53001,12508,1479,.11824432
53003,17629,3472,.19694822
53005,139465,37711,.2703976
53007,56954,13761,.24161604
53009,60514,14126,.23343359
53011,343397,91525,.26652825
53013,3253,813,.24992315
53015,79784,11837,.14836308
53017,29873,4912,.16442941
53019,6182,987,.15965708
53021,59562,8538,.14334643
53023,1716,377,.21969697
53025,65383,9726,.14875427
53027,56513,7982,.14124183
53029,65269,19107,.29274234
53031,26522,10113,.38130608
53033,1679051,792476,.47197852
53035,204826,58306,.28466111
53037,36000,10275,.28541666
53039,16925,4011,.23698671
53041,59383,8399,.14143778
53043,8125,1736,.21366154
53045,49596,8241,.1661626
53047,31753,5418,.17062955
53049,17338,2797,.16132195
53051,10469,1967,.18788806
53053,643621,152462,.23688164
53055,13978,6381,.45650306
53057,94530,22018,.23292077
53059,9211,1962,.21300618
53061,594228,172551,.29037845
53063,380891,101405,.26623103
53065,34167,5971,.17475927
53067,210669,66339,.31489682
53069,3403,548,.16103438
53071,46970,11807,.25137323
53073,170314,49990,.2935167
53075,40577,12884,.31751978
53077,174042,24756,.14224152
54001,13416,1986,.1480322
54003,84846,16579,.19540107
54005,18113,1376,.075967535
54007,11444,1707,.14916113
54009,18896,3395,.17966765
54011,76955,18080,.2349425
54013,6007,594,.098884635
54015,6871,604,.08790569
54017,7087,982,.13856357
54019,35275,4880,.13834161
54021,7027,962,.13690053
54023,9417,1284,.13634916
54025,28538,5611,.19661504
54027,18711,2227,.11902089
54029,24043,4155,.17281537
54031,11035,1481,.13420933
54033,53674,11475,.21379066
54035,22739,3474,.15277717
54037,42981,12030,.2798911
54039,149561,35120,.23482057
54041,12951,1666,.12863871
54043,16457,1385,.084158719
54045,27306,2198,.080495127
54047,15723,718,.045665585
54049,45196,8981,.19871227
54051,25473,4102,.16103326
54053,21337,2184,.10235741
54055,48403,8951,.18492655
54057,21787,2633,.12085188
54059,19549,1662,.085017137
54061,86845,28236,.32513097
54063,10824,1443,.13331486
54065,14185,2442,.17215368
54067,20359,2777,.13640159
54069,34702,9623,.2773039
54071,5864,753,.12841064
54073,6066,776,.12792614
54075,7084,1189,.16784303
54077,27228,3842,.14110474
54079,43735,10158,.23226249
54081,60939,10527,.17274652
54083,23553,3883,.16486223
54085,7995,678,.084803
